"Y1","CM1(1,1,3)"
"Z60086","IsotConj(X28359)"
"Z60087","IsotConj(X28360)"
"Z60088","IsotConj(X28361)"
"Z60089","IsotConj(X28362)"
"Z60090","IsotConj(X28363)"
"Z60091","IsotConj(X28364)"
"Z60092","IsotConj(X28365)"
"Z60093","IsotConj(X28366)"
"Z60094","IsotConj(X28367)"
"Z60095","IsotConj(X28368)"
"Z60096","IsotConj(X28369)"
"Z60097","IsotConj(X28370)"
"Z60098","IsotConj(X28371)"
"Z60099","IsotConj(X28372)"
"Z60100","IsotConj(X28373)"
"Z60101","IsotConj(X28374)"
"Z60102","IsotConj(X28375)"
"Z60103","IsotConj(X28376)"
"Z60104","IsotConj(X28377)"
"Z60105","IsotConj(X28378)"
"Z60106","IsotConj(X28379)"
"Z60107","IsotConj(X28380)"
"Z60108","IsotConj(X28381)"
"Z60109","IsotConj(X28382)"
"Z60110","IsotConj(X28383)"
"Z60111","IsotConj(X28384)"
"Z60112","IsotConj(X28385)"
"Z60113","IsotConj(X28386)"
"Z60114","IsotConj(X28387)"
"Z60115","IsotConj(X28388)"
"Z60116","IsotConj(X28389)"
"Z60117","IsotConj(X28390)"
"Z60118","IsotConj(X28391)"
"Z60119","IsotConj(X28392)"
"Z60120","IsotConj(X28393)"
"Z60121","IsotConj(X28394)"
"Z60122","IsotConj(X28395)"
"Z60123","IsotConj(X28396)"
"Z60124","IsotConj(X28397)"
"Z60125","IsotConj(X28398)"
"Z60126","IsotConj(X28399)"
"Z60127","IsotConj(X28400)"
"Z60128","IsotConj(X28401)"
"Z60129","IsotConj(X28402)"
"Z60130","IsotConj(X28403)"
"Z60131","IsotConj(X28404)"
"Z60132","IsotConj(X28405)"
"Z60133","IsotConj(X28406)"
"Z60134","IsotConj(X28407)"
"Z60135","IsotConj(X28409)"
"Z60136","IsotConj(X28410)"
"Z60137","IsotConj(X28411)"
"Z60138","IsotConj(X28412)"
"Z60139","IsotConj(X28413)"
"Z60140","IsotConj(X28414)"
"Z60141","IsotConj(X28415)"
"Z60142","IsotConj(X28416)"
"Z60143","IsotConj(X28417)"
"Z60144","IsotConj(X28418)"
"Z60145","IsotConj(X28421)"
"Z60146","IsotConj(X28422)"
"Z60147","IsotConj(X28424)"
"Z60148","IsotConj(X28425)"
"Z60149","IsotConj(X28426)"
"Z60150","IsotConj(X28427)"
"Z60151","IsotConj(X28428)"
"Z60152","IsotConj(X28429)"
"Z60153","IsotConj(X28430)"
"Z60154","IsotConj(X28431)"
"Z60155","IsotConj(X28432)"
"Z60156","IsotConj(X28433)"
"Z60157","IsotConj(X28434)"
"Z60158","IsotConj(X28435)"
"Z60159","IsotConj(X28436)"
"Z60160","IsotConj(X28437)"
"Z60161","IsotConj(X28438)"
"Z60162","IsotConj(X28439)"
"Z60163","IsotConj(X28440)"
"Z60164","IsotConj(X28441)"
"Z60165","IsotConj(X28442)"
"Z60166","IsotConj(X28443)"
"Z60167","IsotConj(X28444)"
"Z60168","IsotConj(X28445)"
"Z60169","IsotConj(X28446)"
"Z60170","IsotConj(X28447)"
"Z60171","IsotConj(X28448)"
"Z60172","IsotConj(X28449)"
"Z60173","IsotConj(X28450)"
"Z60174","IsotConj(X28451)"
"Z60175","IsotConj(X28452)"
"Z60176","IsotConj(X28453)"
"Z60177","IsotConj(X28454)"
"Z60178","IsotConj(X28455)"
"Z60179","IsotConj(X28456)"
"Z60180","IsotConj(X28457)"
"Z60181","IsotConj(X28458)"
"Z60182","IsotConj(X28459)"
"Z60183","IsotConj(X28460)"
"Z60184","IsotConj(X28461)"
"Z60185","IsotConj(X28462)"
"Z60186","IsotConj(X28463)"
"Z60187","IsotConj(X28464)"
"Z60188","IsotConj(X28465)"
"Z60189","IsotConj(X28466)"
"Z60190","IsotConj(X28467)"
"Z60191","IsotConj(X28468)"
"Z60192","IsotConj(X28469)"
"Z60193","IsotConj(X28470)"
"Z60194","IsotConj(X28471)"
"Z60195","IsotConj(X28472)"
"Z60196","IsotConj(X28473)"
"Z60197","IsotConj(X28474)"
"Z60198","IsotConj(X28475)"
"Z60199","IsotConj(X28476)"
"Z60200","IsotConj(X28477)"
"Z60201","IsotConj(X28478)"
"Z60202","IsotConj(X28479)"
"Z60203","IsotConj(X28480)"
"Z60204","IsotConj(X28481)"
"Z60205","IsotConj(X28482)"
"Z60206","IsotConj(X28483)"
"Z60207","IsotConj(X28484)"
"Z60208","IsotConj(X28485)"
"Z60209","IsotConj(X28486)"
"Z60210","IsotConj(X28487)"
"Z60211","IsotConj(X28488)"
"Z60212","IsotConj(X28489)"
"Z60213","IsotConj(X28490)"
"Z60214","IsotConj(X28491)"
"Z60215","IsotConj(X28492)"
"Z60216","IsotConj(X28493)"
"Z60217","IsotConj(X28494)"
"Z60218","IsotConj(X28495)"
"Z60219","IsotConj(X28496)"
"Z60220","IsotConj(X28497)"
"Z60221","IsotConj(X28498)"
"Z60222","IsotConj(X28499)"
"Z60223","IsotConj(X28500)"
"Z60224","IsotConj(X28501)"
"Z60225","IsotConj(X28502)"
"Z60226","IsotConj(X28503)"
"Z60227","IsotConj(X28504)"
"Z60228","IsotConj(X28505)"
"Z60229","IsotConj(X28506)"
"Z60230","IsotConj(X28507)"
"Z60231","IsotConj(X28508)"
"Z60232","IsotConj(X28509)"
"Z60233","IsotConj(X28510)"
"Z60234","IsotConj(X28511)"
"Z60235","IsotConj(X28512)"
"Z60236","IsotConj(X28513)"
"Z60237","IsotConj(X28514)"
"Z60238","IsotConj(X28515)"
"Z60239","IsotConj(X28516)"
"Z60240","IsotConj(X28517)"
"Z60241","IsotConj(X28518)"
"Z60242","IsotConj(X28519)"
"Z60243","IsotConj(X28520)"
"Z60244","IsotConj(X28521)"
"Z60245","IsotConj(X28522)"
"Z60246","IsotConj(X28523)"
"Z60247","IsotConj(X28524)"
"Z60248","IsotConj(X28525)"
"Z60249","IsotConj(X28526)"
"Z60250","IsotConj(X28527)"
"Z60251","IsotConj(X28528)"
"Z60252","IsotConj(X28529)"
"Z60253","IsotConj(X28530)"
"Z60254","IsotConj(X28531)"
"Z60255","IsotConj(X28532)"
"Z60256","IsotConj(X28533)"
"Z60257","IsotConj(X28534)"
"Z60258","IsotConj(X28535)"
"Z60259","IsotConj(X28536)"
"Z60260","IsotConj(X28537)"
"Z60261","IsotConj(X28538)"
"Z60262","IsotConj(X28539)"
"Z60263","IsotConj(X28540)"
"Z60264","IsotConj(X28541)"
"Z60265","IsotConj(X28542)"
"Z60266","IsotConj(X28543)"
"Z60267","IsotConj(X28544)"
"Z60268","IsotConj(X28545)"
"Z60269","IsotConj(X28546)"
"Z60270","IsotConj(X28547)"
"Z60271","IsotConj(X28548)"
"Z60272","IsotConj(X28549)"
"Z60273","IsotConj(X28550)"
"Z60274","IsotConj(X28551)"
"Z60275","IsotConj(X28552)"
"Z60276","IsotConj(X28553)"
"Z60277","IsotConj(X28554)"
"Z60278","IsotConj(X28555)"
"Z60279","IsotConj(X28556)"
"Z60280","IsotConj(X28557)"
"Z60281","IsotConj(X28558)"
"Z60282","IsotConj(X28559)"
"Z60283","IsotConj(X28560)"
"Z60284","IsotConj(X28561)"
"Z60285","IsotConj(X28562)"
"Z60286","IsotConj(X28563)"
"Z60287","IsotConj(X28564)"
"Z60288","IsotConj(X28565)"
"Z60289","IsotConj(X28566)"
"Z60290","IsotConj(X28567)"
"Z60291","IsotConj(X28568)"
"Z60292","IsotConj(X28569)"
"Z60293","IsotConj(X28570)"
"Z60294","IsotConj(X28571)"
"Z60295","IsotConj(X28572)"
"Z60296","IsotConj(X28573)"
"Z60297","IsotConj(X28574)"
"Z60298","IsotConj(X28575)"
"Z60299","IsotConj(X28576)"
"Z60300","IsotConj(X28577)"
"Z60301","IsotConj(X28578)"
"Z60302","IsotConj(X28579)"
"Z60303","IsotConj(X28580)"
"Z60304","IsotConj(X28581)"
"Z60305","IsotConj(X28582)"
"Z60306","IsotConj(X28583)"
"Z60307","IsotConj(X28584)"
"Z60308","IsotConj(X28585)"
"Z60309","IsotConj(X28586)"
"Z60310","IsotConj(X28587)"
"Z60311","IsotConj(X28588)"
"Z60312","IsotConj(X28589)"
"Z60313","IsotConj(X28590)"
"Z60314","IsotConj(X28591)"
"Z60315","IsotConj(X28592)"
"Z60316","IsotConj(X28593)"
"Z60317","IsotConj(X28594)"
"Z60318","IsotConj(X28595)"
"Z60319","IsotConj(X28596)"
"Z60320","IsotConj(X28597)"
"Z60321","IsotConj(X28598)"
"Z60322","IsotConj(X28599)"
"Z60323","IsotConj(X28600)"
"Z60324","IsotConj(X28601)"
"Z60325","IsotConj(X28602)"
"Z60326","IsotConj(X28603)"
"Z60327","IsotConj(X28604)"
"Z60328","IsotConj(X28606)"
"Z60329","IsotConj(X28607)"
"Z60330","IsotConj(X28608)"
"Z60331","IsotConj(X28609)"
"Z60332","IsotConj(X28610)"
"Z60333","IsotConj(X28611)"
"Z60334","IsotConj(X28612)"
"Z60335","IsotConj(X28613)"
"Z60336","IsotConj(X28614)"
"Z60337","IsotConj(X28615)"
"Z60338","IsotConj(X28616)"
"Z60339","IsotConj(X28617)"
"Z60340","IsotConj(X28618)"
"Z60341","IsotConj(X28619)"
"Z60342","IsotConj(X28620)"
"Z60343","IsotConj(X28621)"
"Z60344","IsotConj(X28622)"
"Z60345","IsotConj(X28623)"
"Z60346","IsotConj(X28624)"
"Z60347","IsotConj(X28625)"
"Z60348","IsotConj(X28627)"
"Z60349","IsotConj(X28628)"
"Z60350","IsotConj(X28629)"
"Z60351","IsotConj(X28630)"
"Z60352","IsotConj(X28631)"
"Z60353","IsotConj(X28632)"
"Z60354","IsotConj(X28633)"
"Z60355","IsotConj(X28634)"
"Z60356","IsotConj(X28635)"
"Z60357","IsotConj(X28636)"
"Z60358","IsotConj(X28637)"
"Z60359","IsotConj(X28638)"
"Z60360","IsotConj(X28639)"
"Z60361","IsotConj(X28640)"
"Z60362","IsotConj(X28641)"
"Z60363","IsotConj(X28642)"
"Z60364","IsotConj(X28643)"
"Z60365","IsotConj(X28644)"
"Z60366","IsotConj(X28645)"
"Z60367","IsotConj(X28646)"
"Z60368","IsotConj(X28647)"
"Z60369","IsotConj(X28648)"
"Z60370","IsotConj(X28649)"
"Z60371","IsotConj(X28651)"
"Z60372","IsotConj(X28652)"
"Z60373","IsotConj(X28653)"
"Z60374","IsotConj(X28655)"
"Z60375","IsotConj(X28656)"
"Z60376","IsotConj(X28657)"
"Z60377","IsotConj(X28658)"
"Z60378","IsotConj(X28661)"
"Z60379","IsotConj(X28662)"
"Z60380","IsotConj(X28663)"
"Z60381","IsotConj(X28664)"
"Z60382","IsotConj(X28665)"
"Z60383","IsotConj(X28666)"
"Z60384","IsotConj(X28667)"
"Z60385","IsotConj(X28668)"
"Z60386","IsotConj(X28669)"
"Z60387","IsotConj(X28670)"
"Z60388","IsotConj(X28671)"
"Z60389","IsotConj(X28672)"
"Z60390","IsotConj(X28673)"
"Z60391","IsotConj(X28674)"
"Z60392","IsotConj(X28675)"
"Z60393","IsotConj(X28676)"
"Z60394","IsotConj(X28677)"
"Z60395","IsotConj(X28678)"
"Z60396","IsotConj(X28679)"
"Z60397","IsotConj(X28680)"
"Z60398","IsotConj(X28681)"
"Z60399","IsotConj(X28682)"
"Z60400","IsotConj(X28683)"
"Z60401","IsotConj(X28684)"
"Z60402","IsotConj(X28685)"
"Z60403","IsotConj(X28686)"
"Z60404","IsotConj(X28687)"
"Z60405","IsotConj(X28688)"
"Z60406","IsotConj(X28689)"
"Z60407","IsotConj(X28690)"
"Z60408","IsotConj(X28691)"
"Z60409","IsotConj(X28692)"
"Z60410","IsotConj(X28693)"
"Z60411","IsotConj(X28694)"
"Z60412","IsotConj(X28695)"
"Z60413","IsotConj(X28697)"
"Z60414","IsotConj(X28698)"
"Z60415","IsotConj(X28699)"
"Z60416","IsotConj(X28700)"
"Z60417","IsotConj(X28701)"
"Z60418","IsotConj(X28702)"
"Z60419","IsotConj(X28703)"
"Z60420","IsotConj(X28704)"
"Z60421","IsotConj(X28705)"
"Z60422","IsotConj(X28707)"
"Z60423","IsotConj(X28708)"
"Z60424","IsotConj(X28709)"
"Z60425","IsotConj(X28710)"
"Z60426","IsotConj(X28711)"
"Z60427","IsotConj(X28712)"
"Z60428","IsotConj(X28713)"
"Z60429","IsotConj(X28714)"
"Z60430","IsotConj(X28715)"
"Z60431","IsotConj(X28716)"
"Z60432","IsotConj(X28717)"
"Z60433","IsotConj(X28718)"
"Z60434","IsotConj(X28719)"
"Z60435","IsotConj(X28720)"
"Z60436","IsotConj(X28721)"
"Z60437","IsotConj(X28722)"
"Z60438","IsotConj(X28723)"
"Z60439","IsotConj(X28724)"
"Z60440","IsotConj(X28725)"
"Z60441","IsotConj(X28726)"
"Z60442","IsotConj(X28727)"
"Z60443","IsotConj(X28728)"
"Z60444","IsotConj(X28729)"
"Z60445","IsotConj(X28730)"
"Z60446","IsotConj(X28731)"
"Z60447","IsotConj(X28732)"
"Z60448","IsotConj(X28733)"
"Z60449","IsotConj(X28734)"
"Z60450","IsotConj(X28735)"
"Z60451","IsotConj(X28736)"
"Z60452","IsotConj(X28737)"
"Z60453","IsotConj(X28738)"
"Z60454","IsotConj(X28740)"
"Z60455","IsotConj(X28741)"
"Z60456","IsotConj(X28742)"
"Z60457","IsotConj(X28743)"
"Z60458","IsotConj(X28744)"
"Z60459","IsotConj(X28745)"
"Z60460","IsotConj(X28746)"
"Z60461","IsotConj(X28747)"
"Z60462","IsotConj(X28748)"
"Z60463","IsotConj(X28749)"
"Z60464","IsotConj(X28750)"
"Z60465","IsotConj(X28751)"
"Z60466","IsotConj(X28752)"
"Z60467","IsotConj(X28753)"
"Z60468","IsotConj(X28754)"
"Z60469","IsotConj(X28755)"
"Z60470","IsotConj(X28756)"
"Z60471","IsotConj(X28757)"
"Z60472","IsotConj(X28758)"
"Z60473","IsotConj(X28759)"
"Z60474","IsotConj(X28760)"
"Z60475","IsotConj(X28761)"
"Z60476","IsotConj(X28762)"
"Z60477","IsotConj(X28763)"
"Z60478","IsotConj(X28764)"
"Z60479","IsotConj(X28765)"
"Z60480","IsotConj(X28766)"
"Z60481","IsotConj(X28767)"
"Z60482","IsotConj(X28768)"
"Z60483","IsotConj(X28769)"
"Z60484","IsotConj(X28770)"
"Z60485","IsotConj(X28771)"
"Z60486","IsotConj(X28772)"
"Z60487","IsotConj(X28773)"
"Z60488","IsotConj(X28774)"
"Z60489","IsotConj(X28775)"
"Z60490","IsotConj(X28776)"
"Z60491","IsotConj(X28777)"
"Z60492","IsotConj(X28778)"
"Z60493","IsotConj(X28779)"
"Z60494","IsotConj(X28780)"
"Z60495","IsotConj(X28781)"
"Z60496","IsotConj(X28782)"
"Z60497","IsotConj(X28783)"
"Z60498","IsotConj(X28784)"
"Z60499","IsotConj(X28785)"
"Z60500","IsotConj(X28786)"
"Z60501","IsotConj(X28787)"
"Z60502","IsotConj(X28788)"
"Z60503","IsotConj(X28789)"
"Z60504","IsotConj(X28790)"
"Z60505","IsotConj(X28791)"
"Z60506","IsotConj(X28792)"
"Z60507","IsotConj(X28793)"
"Z60508","IsotConj(X28794)"
"Z60509","IsotConj(X28795)"
"Z60510","IsotConj(X28796)"
"Z60511","IsotConj(X28797)"
"Z60512","IsotConj(X28798)"
"Z60513","IsotConj(X28799)"
"Z60514","IsotConj(X28800)"
"Z60515","IsotConj(X28801)"
"Z60516","IsotConj(X28802)"
"Z60517","IsotConj(X28803)"
"Z60518","IsotConj(X28804)"
"Z60519","IsotConj(X28805)"
"Z60520","IsotConj(X28806)"
"Z60521","IsotConj(X28807)"
"Z60522","IsotConj(X28808)"
"Z60523","IsotConj(X28810)"
"Z60524","IsotConj(X28811)"
"Z60525","IsotConj(X28812)"
"Z60526","IsotConj(X28813)"
"Z60527","IsotConj(X28814)"
"Z60528","IsotConj(X28815)"
"Z60529","IsotConj(X28816)"
"Z60530","IsotConj(X28817)"
"Z60531","IsotConj(X28818)"
"Z60532","IsotConj(X28819)"
"Z60533","IsotConj(X28820)"
"Z60534","IsotConj(X28821)"
"Z60535","IsotConj(X28822)"
"Z60536","IsotConj(X28823)"
"Z60537","IsotConj(X28824)"
"Z60538","IsotConj(X28825)"
"Z60539","IsotConj(X28826)"
"Z60540","IsotConj(X28827)"
"Z60541","IsotConj(X28828)"
"Z60542","IsotConj(X28829)"
"Z60543","IsotConj(X28830)"
"Z60544","IsotConj(X28831)"
"Z60545","IsotConj(X28832)"
"Z60546","IsotConj(X28833)"
"Z60547","IsotConj(X28834)"
"Z60548","IsotConj(X28835)"
"Z60549","IsotConj(X28836)"
"Z60550","IsotConj(X28837)"
"Z60551","IsotConj(X28838)"
"Z60552","IsotConj(X28839)"
"Z60553","IsotConj(X28840)"
"Z60554","IsotConj(X28841)"
"Z60555","IsotConj(X28842)"
"Z60556","IsotConj(X28843)"
"Z60557","IsotConj(X28844)"
"Z60558","IsotConj(X28845)"
"Z60559","IsotConj(X28846)"
"Z60560","IsotConj(X28847)"
"Z60561","IsotConj(X28848)"
"Z60562","IsotConj(X28849)"
"Z60564","IsotConj(X28851)"
"Z60565","IsotConj(X28852)"
"Z60566","IsotConj(X28853)"
"Z60567","IsotConj(X28854)"
"Z60568","IsotConj(X28855)"
"Z60569","IsotConj(X28856)"
"Z60570","IsotConj(X28857)"
"Z60571","IsotConj(X28858)"
"Z60572","IsotConj(X28859)"
"Z60573","IsotConj(X28860)"
"Z60574","IsotConj(X28861)"
"Z60575","IsotConj(X28862)"
"Z60576","IsotConj(X28863)"
"Z60577","IsotConj(X28864)"
"Z60578","IsotConj(X28865)"
"Z60579","IsotConj(X28866)"
"Z60580","IsotConj(X28867)"
"Z60581","IsotConj(X28868)"
"Z60582","IsotConj(X28869)"
"Z60583","IsotConj(X28870)"
"Z60584","IsotConj(X28871)"
"Z60585","IsotConj(X28872)"
"Z60586","IsotConj(X28873)"
"Z60587","IsotConj(X28874)"
"Z60588","IsotConj(X28875)"
"Z60589","IsotConj(X28876)"
"Z60590","IsotConj(X28877)"
"Z60591","IsotConj(X28878)"
"Z60592","IsotConj(X28879)"
"Z60593","IsotConj(X28880)"
"Z60594","IsotConj(X28881)"
"Z60595","IsotConj(X28882)"
"Z60596","IsotConj(X28883)"
"Z60597","IsotConj(X28884)"
"Z60598","IsotConj(X28885)"
"Z60599","IsotConj(X28886)"
"Z60600","IsotConj(X28887)"
"Z60601","IsotConj(X28888)"
"Z60602","IsotConj(X28889)"
"Z60603","IsotConj(X28890)"
"Z60604","IsotConj(X28891)"
"Z60605","IsotConj(X28892)"
"Z60606","IsotConj(X28893)"
"Z60607","IsotConj(X28894)"
"Z60608","IsotConj(X28895)"
"Z60609","IsotConj(X28896)"
"Z60610","IsotConj(X28897)"
"Z60611","IsotConj(X28898)"
"Z60612","IsotConj(X28899)"
"Z60613","IsotConj(X28900)"
"Z60614","IsotConj(X28901)"
"Z60615","IsotConj(X28902)"
"Z60616","IsotConj(X28903)"
"Z60617","IsotConj(X28904)"
"Z60618","IsotConj(X28905)"
"Z60619","IsotConj(X28906)"
"Z60620","IsotConj(X28907)"
"Z60621","IsotConj(X28908)"
"Z60622","IsotConj(X28909)"
"Z60623","IsotConj(X28910)"
"Z60624","IsotConj(X28911)"
"Z60625","IsotConj(X28912)"
"Z60626","IsotConj(X28913)"
"Z60627","IsotConj(X28914)"
"Z60628","IsotConj(X28915)"
"Z60629","IsotConj(X28916)"
"Z60630","IsotConj(X28917)"
"Z60631","IsotConj(X28918)"
"Z60632","IsotConj(X28919)"
"Z60633","IsotConj(X28920)"
"Z60634","IsotConj(X28921)"
"Z60635","IsotConj(X28922)"
"Z60636","IsotConj(X28923)"
"Z60637","IsotConj(X28924)"
"Z60638","IsotConj(X28925)"
"Z60639","IsotConj(X28926)"
"Z60640","IsotConj(X28927)"
"Z60641","IsotConj(X28928)"
"Z60642","IsotConj(X28929)"
"Z60643","IsotConj(X28930)"
"Z60644","IsotConj(X28931)"
"Z60645","IsotConj(X28932)"
"Z60646","IsotConj(X28933)"
"Z60647","IsotConj(X28934)"
"Z60648","IsotConj(X28935)"
"Z60649","IsotConj(X28936)"
"Z60650","IsotConj(X28937)"
"Z60651","IsotConj(X28938)"
"Z60652","IsotConj(X28939)"
"Z60653","IsotConj(X28940)"
"Z60654","IsotConj(X28941)"
"Z60655","IsotConj(X28942)"
"Z60656","IsotConj(X28943)"
"Z60657","IsotConj(X28944)"
"Z60658","IsotConj(X28945)"
"Z60659","IsotConj(X28946)"
"Z60660","IsotConj(X28947)"
"Z60661","IsotConj(X28948)"
"Z60662","IsotConj(X28949)"
"Z60663","IsotConj(X28950)"
"Z60664","IsotConj(X28951)"
"Z60665","IsotConj(X28952)"
"Z60666","IsotConj(X28953)"
"Z60667","IsotConj(X28954)"
"Z60668","IsotConj(X28955)"
"Z60669","IsotConj(X28956)"
"Z60670","IsotConj(X28957)"
"Z60671","IsotConj(X28958)"
"Z60672","IsotConj(X28959)"
"Z60673","IsotConj(X28960)"
"Z60674","IsotConj(X28961)"
"Z60675","IsotConj(X28962)"
"Z60676","IsotConj(X28963)"
"Z60677","IsotConj(X28964)"
"Z60678","IsotConj(X28965)"
"Z60679","IsotConj(X28966)"
"Z60680","IsotConj(X28967)"
"Z60681","IsotConj(X28968)"
"Z60682","IsotConj(X28969)"
"Z60683","IsotConj(X28970)"
"Z60684","IsotConj(X28971)"
"Z60685","IsotConj(X28972)"
"Z60686","IsotConj(X28973)"
"Z60687","IsotConj(X28974)"
"Z60688","IsotConj(X28976)"
"Z60689","IsotConj(X28977)"
"Z60690","IsotConj(X28978)"
"Z60691","IsotConj(X28979)"
"Z60692","IsotConj(X28980)"
"Z60693","IsotConj(X28981)"
"Z60694","IsotConj(X28982)"
"Z60695","IsotConj(X28983)"
"Z60696","IsotConj(X28984)"
"Z60697","IsotConj(X28985)"
"Z60698","IsotConj(X28986)"
"Z60699","IsotConj(X28987)"
"Z60700","IsotConj(X28988)"
"Z60701","IsotConj(X28989)"
"Z60702","IsotConj(X28990)"
"Z60703","IsotConj(X28991)"
"Z60704","IsotConj(X28992)"
"Z60705","IsotConj(X28993)"
"Z60706","IsotConj(X28994)"
"Z60707","IsotConj(X28995)"
"Z60708","IsotConj(X28996)"
"Z60709","IsotConj(X28997)"
"Z60710","IsotConj(X28998)"
"Z60711","IsotConj(X28999)"
"Z60712","IsotConj(X29000)"
"Z60713","IsotConj(X29001)"
"Z60714","IsotConj(X29002)"
"Z60715","IsotConj(X29003)"
"Z60716","IsotConj(X29004)"
"Z60717","IsotConj(X29005)"
"Z60718","IsotConj(X29006)"
"Z60719","IsotConj(X29007)"
"Z60720","IsotConj(X29008)"
"Z60721","IsotConj(X29009)"
"Z60722","IsotConj(X29010)"
"Z60723","IsotConj(X29011)"
"Z60724","IsotConj(X29012)"
"Z60725","IsotConj(X29013)"
"Z60726","IsotConj(X29014)"
"Z60727","IsotConj(X29015)"
"Z60728","IsotConj(X29016)"
"Z60729","IsotConj(X29017)"
"Z60730","IsotConj(X29018)"
"Z60731","IsotConj(X29019)"
"Z60732","IsotConj(X29020)"
"Z60733","IsotConj(X29021)"
"Z60734","IsotConj(X29022)"
"Z60735","IsotConj(X29023)"
"Z60736","IsotConj(X29024)"
"Z60737","IsotConj(X29025)"
"Z60738","IsotConj(X29026)"
"Z60739","IsotConj(X29027)"
"Z60740","IsotConj(X29028)"
"Z60741","IsotConj(X29029)"
"Z60742","IsotConj(X29030)"
"Z60743","IsotConj(X29031)"
"Z60744","IsotConj(X29032)"
"Z60745","IsotConj(X29033)"
"Z60746","IsotConj(X29034)"
"Z60747","IsotConj(X29035)"
"Z60748","IsotConj(X29036)"
"Z60749","IsotConj(X29037)"
"Z60750","IsotConj(X29038)"
"Z60751","IsotConj(X29039)"
"Z60752","IsotConj(X29040)"
"Z60753","IsotConj(X29041)"
"Z60754","IsotConj(X29042)"
"Z60755","IsotConj(X29043)"
"Z60756","IsotConj(X29044)"
"Z60757","IsotConj(X29045)"
"Z60758","IsotConj(X29046)"
"Z60759","IsotConj(X29047)"
"Z60760","IsotConj(X29048)"
"Z60761","IsotConj(X29049)"
"Z60762","IsotConj(X29050)"
"Z60763","IsotConj(X29051)"
"Z60764","IsotConj(X29052)"
"Z60765","IsotConj(X29053)"
"Z60766","IsotConj(X29054)"
"Z60767","IsotConj(X29055)"
"Z60768","IsotConj(X29056)"
"Z60769","IsotConj(X29057)"
"Z60770","IsotConj(X29058)"
"Z60771","IsotConj(X29059)"
"Z60772","IsotConj(X29060)"
"Z60773","IsotConj(X29061)"
"Z60774","IsotConj(X29062)"
"Z60775","IsotConj(X29063)"
"Z60776","IsotConj(X29064)"
"Z60777","IsotConj(X29065)"
"Z60778","IsotConj(X29066)"
"Z60779","IsotConj(X29067)"
"Z60780","IsotConj(X29068)"
"Z60781","IsotConj(X29069)"
"Z60782","IsotConj(X29070)"
"Z60783","IsotConj(X29071)"
"Z60784","IsotConj(X29072)"
"Z60785","IsotConj(X29073)"
"Z60786","IsotConj(X29074)"
"Z60787","IsotConj(X29075)"
"Z60788","IsotConj(X29076)"
"Z60789","IsotConj(X29077)"
"Z60790","IsotConj(X29078)"
"Z60791","IsotConj(X29079)"
"Z60792","IsotConj(X29080)"
"Z60793","IsotConj(X29081)"
"Z60794","IsotConj(X29082)"
"Z60795","IsotConj(X29083)"
"Z60796","IsotConj(X29084)"
"Z60797","IsotConj(X29085)"
"Z60798","IsotConj(X29086)"
"Z60799","IsotConj(X29087)"
"Z60800","IsotConj(X29088)"
"Z60801","IsotConj(X29089)"
"Z60802","IsotConj(X29090)"
"Z60803","IsotConj(X29091)"
"Z60804","IsotConj(X29092)"
"Z60805","IsotConj(X29093)"
"Z60806","IsotConj(X29094)"
"Z60807","IsotConj(X29095)"
"Z60808","IsotConj(X29096)"
"Z60809","IsotConj(X29097)"
"Z60810","IsotConj(X29098)"
"Z60811","IsotConj(X29099)"
"Z60812","IsotConj(X29100)"
"Z60813","IsotConj(X29101)"
"Z60814","IsotConj(X29102)"
"Z60815","IsotConj(X29103)"
"Z60816","IsotConj(X29104)"
"Z60817","IsotConj(X29105)"
"Z60818","IsotConj(X29106)"
"Z60819","IsotConj(X29107)"
"Z60820","IsotConj(X29108)"
"Z60821","IsotConj(X29109)"
"Z60822","IsotConj(X29110)"
"Z60823","IsotConj(X29111)"
"Z60824","IsotConj(X29112)"
"Z60825","IsotConj(X29113)"
"Z60826","IsotConj(X29114)"
"Z60827","IsotConj(X29115)"
"Z60828","IsotConj(X29116)"
"Z60829","IsotConj(X29117)"
"Z60830","IsotConj(X29118)"
"Z60831","IsotConj(X29119)"
"Z60832","IsotConj(X29120)"
"Z60833","IsotConj(X29121)"
"Z60834","IsotConj(X29122)"
"Z60835","IsotConj(X29123)"
"Z60836","IsotConj(X29124)"
"Z60837","IsotConj(X29125)"
"Z60838","IsotConj(X29126)"
"Z60839","IsotConj(X29127)"
"Z60840","IsotConj(X29128)"
"Z60841","IsotConj(X29129)"
"Z60842","IsotConj(X29130)"
"Z60843","IsotConj(X29131)"
"Z60844","IsotConj(X29132)"
"Z60845","IsotConj(X29133)"
"Z60846","IsotConj(X29134)"
"Z60847","IsotConj(X29135)"
"Z60848","IsotConj(X29136)"
"Z60849","IsotConj(X29137)"
"Z60850","IsotConj(X29138)"
"Z60851","IsotConj(X29139)"
"Z60852","IsotConj(X29140)"
"Z60853","IsotConj(X29141)"
"Z60854","IsotConj(X29142)"
"Z60855","IsotConj(X29143)"
"Z60856","IsotConj(X29144)"
"Z60857","IsotConj(X29145)"
"Z60858","IsotConj(X29146)"
"Z60859","IsotConj(X29147)"
"Z60860","IsotConj(X29148)"
"Z60861","IsotConj(X29149)"
"Z60862","IsotConj(X29150)"
